Work day,Work Hours,Temperature,Humidity,Light On,CO2,HumidityRatio,Result
1,1,22.2,27.7,1,1147.5,0.004585655,1
1,1,22.2,27.7,1,1144,0.004585655,1
1,1,22.2,27.64285714,1,1137.857143,0.004576126,0
1,1,22.2,27.7,1,1133,0.004585655,1
1,1,22.2,27.6,1,1121.2,0.004568979,1
1,1,22.2,27.51666667,1,1110.833333,0.004555083,1
1,1,22.2,27.5,1,1093.25,0.004552304,1
1,1,22.2,27.54,1,1093.2,0.004558974,1
1,1,22.2,27.56666667,1,1102.5,0.004563421,1
1,1,22.2,27.52,1,1104.4,0.004555639,1
1,1,22.2,27.58,1,1101.75,0.004565644,1
1,1,22.2,27.6,1,1098.75,0.004568979,1
1,1,22.2,27.56,1,1092.4,0.004562309,1
1,1,22.2,27.5,1,1094,0.004552304,1
1,1,22.254,27.56,1,1092.4,0.004577446,1
1,1,22.2225,27.575,1,1081.666667,0.004571115,1
1,1,22.245,27.58333333,1,1077,0.004578822,1
1,1,22.254,27.54,1,1074.4,0.004574099,1
1,1,22.29,27.55,1,1072.25,0.004585884,1
1,1,22.29,27.5,1,1070.4,0.0045775,1
1,1,22.272,27.5,1,1071,0.004572451,1
1,1,22.29,27.48166667,1,1078.166667,0.004574426,1
1,1,22.29,27.5,1,1071.75,0.0045775,1
1,1,22.29,27.445,1,1066.833333,0.004568278,1
1,1,22.29,27.456,1,1068.4,0.004570123,1
1,1,22.29,27.37,1,1064.2,0.004555703,1
1,1,22.29,27.35666667,1,1060.333333,0.004553467,1
1,1,22.30666667,27.39,1,1061.5,0.004563717,1
1,1,22.33,27.37,1,1057,0.004566887,1
1,1,22.35,27.33,1,1057.8,0.004565756,1
1,1,22.39,27.29,1,1065,0.004570212,1
1,1,22.39,27.29,1,1064.2,0.004570212,1
1,1,22.39,27.254,1,1061.8,0.004564139,1
1,1,22.39,27.29,1,1064,0.004570212,0
1,1,22.39,27.2675,1,1065.25,0.004566416,0
1,1,22.39,27.2,1,1050.5,0.00455503,0
1,1,22.39,27.14,1,1045.2,0.004544908,1
1,1,22.434,27.04,1,1049.6,0.004540259,1
1,1,22.42666667,27.03333333,1,1041.333333,0.004537094,1
1,1,22.42666667,27.03333333,1,1038,0.004537094,1
1,1,22.42666667,26.98166667,1,1035.166667,0.004528359,1
1,1,22.5,27,1,1040,0.00455185,1
1,1,22.5,27,1,1036.25,0.00455185,1
1,1,22.5,26.96333333,1,1033.25,0.004545623,1
1,1,22.5,26.89,1,1037,0.00453317,1
1,1,22.58,26.81,1,1031.2,0.004541763,1
1,1,22.575,26.79,1,1033,0.004536962,1
1,1,22.6,26.79,1,1032.25,0.004543905,1
1,1,22.6,26.79,1,1030.166667,0.004543905,1
1,1,22.6,26.7225,1,1033,0.004532373,1
1,1,22.66666667,26.71333333,1,1030.333333,0.004549314,1
1,1,22.675,26.675,1,1028.5,0.004545053,1
1,1,22.7,26.7,1,1020.4,0.0045563,1
1,1,22.7,26.68333333,1,1023.666667,0.004553435,1
1,1,22.7225,26.6,1,1021.25,0.004545356,1
1,1,22.745,26.6,1,1014.75,0.004551609,1
1,1,22.745,26.55,1,1017,0.004542991,1
1,1,22.79,26.51666667,1,1014.166667,0.004549734,1
1,1,22.79,26.6,1,1022.5,0.004564138,1
1,1,22.79,26.525,1,1027.25,0.004551175,1
1,1,22.84,26.5,1,1022,0.004560757,1
1,1,22.87,26.456,1,1019,0.004561474,1
1,1,22.89,26.445,1,1020.75,0.004565133,1
1,1,22.89,26.39,1,1015.5,0.004555569,1
1,1,22.90833333,26.39,1,1016,0.004560668,1
1,1,22.956,26.39,1,1011,0.00457395,1
1,1,22.96333333,26.29,1,1018.666667,0.004558529,1
1,1,23,26.29,1,1006.333333,0.004568734,1
1,1,22.956,26.236,1,1008.2,0.004547063,1
1,1,23,26.2,1,1009.333333,0.004552979,1
1,1,23,26.2,1,1006.166667,0.004552979,1
1,1,23.02,26.16,1,1004.4,0.004551524,1
1,1,23.025,26.125,1,999.75,0.004546776,1
1,1,23.05,26.08333333,1,994.1666667,0.004546394,1
1,1,23.1,26,1,992.5,0.004545592,1
1,1,23.1,26,1,995.6666667,0.004545592,1
1,1,23.1,26,1,994,0.004545592,1
1,1,23.14,26,1,990.2,0.004556682,1
1,1,23.18,26,1,993.4,0.004567796,1
1,1,23.2,26,1,998.5,0.004573361,1
1,1,23.2,26,1,997.25,0.004573361,1
1,1,23.2,25.945,1,992.5,0.004563616,1
1,1,23.2225,25.9175,1,996.5,0.004564992,1
1,1,23.2225,25.815,1,993.75,0.004546806,1
1,1,23.26,25.85666667,0,997.3333333,0.004564605,0
1,1,23.29,25.97833333,0,996.5,0.004594621,0
1,1,23.272,25.87,0,998.6,0.004570312,0
1,1,23.29,25.89,0,993.4,0.004578883,0
1,1,23.2675,25.865,0,994.25,0.004568171,0
1,1,23.29,25.89,0,990.1666667,0.004578883,0
1,1,23.245,25.825,0,984,0.004554814,0
1,1,23.254,25.85,0,983.6,0.004561753,0
1,1,23.26,25.79333333,0,983.3333333,0.004553342,0
1,1,23.272,25.772,0,974.6,0.004552872,0
1,1,23.245,25.715,0,961,0.004535271,0
1,1,23.29,25.7225,0,954.25,0.004549043,0
1,1,23.245,25.7,0,951.5,0.004532606,0
1,1,23.215,25.68333333,0,952.5,0.004521382,0
1,1,23.215,25.68333333,0,946.3333333,0.004521382,0
1,1,23.2,25.6,0,942,0.004502493,0
1,1,23.2,25.6,0,933.2,0.004502493,0
1,1,23.2,25.58,0,928.8,0.00449895,0
1,1,23.2,25.55,0,924,0.004493635,0
1,1,23.2,25.55,0,918,0.004493635,0
1,1,23.2,25.5,0,912.75,0.004484778,0
1,1,23.2,25.5,0,907,0.004484778,0
1,1,23.18571429,25.52857143,0,899.2857143,0.004485936,0
1,1,23.2,25.7,1,917.25,0.004520208,1
1,1,23.2,25.792,1,919.8,0.004536508,0
1,1,23.2,25.65,1,938.25,0.00451135,0
1,1,23.2,25.53333333,1,922.1666667,0.004490683,0
1,1,23.2,25.5,1,899,0.004484778,0
1,1,23.2,25.51666667,1,895.3333333,0.00448773,0
1,1,23.2,25.7225,1,899.75,0.004524195,1
1,1,23.2,25.54,1,894.4,0.004491864,1
1,1,23.18333333,25.51666667,1,880.3333333,0.004483179,1
1,1,23.15,25.5,1,879.75,0.004471146,1
1,1,23.2,25.5,1,870.5,0.004484778,1
1,1,23.2,25.5,1,866.2,0.004484778,1
1,1,23.18,25.5,1,866.4,0.004479321,1
1,1,23.2,25.525,1,869.75,0.004489207,1
1,1,23.2,25.58,1,874.2,0.00449895,1
1,1,23.175,25.6,1,877.5,0.004495645,1
1,1,23.18333333,25.7,1,879,0.004515624,1
1,1,23.2,25.68,1,875.5,0.004516665,1
1,1,23.2,25.7,1,881.3333333,0.004520208,1
1,1,23.218,25.7,1,882.4,0.004525164,1
1,1,23.23,25.715,1,883,0.004531133,1
1,1,23.254,25.68,1,884.5,0.004531535,1
1,1,23.2675,25.7225,1,888.25,0.004542819,1
1,1,23.272,25.772,1,889.4,0.004552872,1
1,1,23.29,25.79,1,895,0.004561068,1
1,1,23.29,25.79,1,894.4,0.004561068,1
1,1,23.29,25.79,1,898.25,0.004561068,1
1,1,23.29,25.79,1,898,0.004561068,1
1,1,23.29,25.79,1,898.8,0.004561068,1
1,1,23.29,25.79,1,901,0.004561068,1
1,1,23.29,25.79,1,900.1428571,0.004561068,1
1,1,23.29,25.7675,1,898.25,0.004557059,1
1,1,23.29,25.754,1,895.6,0.004554654,1
1,1,23.29,25.79333333,1,892.3333333,0.004561662,1
1,1,23.29,26.16,1,911.1666667,0.004626991,1
1,1,23.29,25.89,1,912,0.004578883,1
1,1,23.29,25.89,1,913,0.004578883,1
1,1,23.29,26.05916667,1,921.4,0.004609024,1
1,1,23.29,26.22833333,1,929.8,0.004639167,1
1,1,23.29,26.456,1,951.8,0.004679739,1
1,1,23.29,26.575,1,956.75,0.004700948,1
1,1,23.29,26.62,1,968,0.004708968,1
1,1,23.29,26.754,1,966,0.004732852,1
1,1,23.29,26.79,1,971.8,0.004739269,1
1,1,23.29,26.87,1,983,0.00475353,1
1,1,23.33,26.956,1,993.6,0.004780483,1
1,1,23.29,27,1,999.6,0.004776705,1
1,1,23.35,27.08,1,1005.4,0.00480849,1
1,1,23.315,27.1,1,1013.75,0.004801833,1
1,1,23.29,27.14,1,1019.8,0.004801664,1
1,1,23.29,27.26,1,1023,0.004823059,1
1,1,23.29,27.40833333,1,1027.5,0.004849508,1
1,1,23.29,27.4175,1,1038.5,0.004851143,1
1,1,23.29,27.5,1,1049,0.004865854,1
1,1,23.29,27.5,1,1051.8,0.004865854,1
1,1,23.31857143,27.58571429,1,1056,0.004889635,1
1,1,23.29,27.65,1,1054.5,0.004892604,1
1,1,23.29,27.772,1,1066.6,0.004914362,1
1,1,23.29,27.7,1,1074,0.004901521,1
1,1,23.29,27.79,1,1068.25,0.004917572,1
1,1,23.33,27.874,1,1075.6,0.004944578,1
1,1,23.29,27.9175,1,1085.25,0.004940313,1
1,1,23.29,27.96333333,1,1096.333333,0.004948489,1
1,1,23.30428571,28.01428571,1,1099.142857,0.00496189,1
1,1,23.32333333,28.1,1,1108.833333,0.004982968,1
1,1,23.29,28.1,1,1117,0.004972867,1
1,1,23.29,28.236,1,1116,0.004997128,1
1,1,23.29,28.35,1,1120.2,0.005017466,1
1,1,23.29,28.39,1,1120.6,0.005024603,1
1,1,23.29,28.53333333,1,1129.333333,0.005050177,1
1,1,23.29,28.575,1,1132.25,0.005057611,1
1,1,23.29,28.6,1,1132.5,0.005062072,1
1,1,23.29,28.68333333,1,1142.833333,0.005076942,1
1,1,23.29,28.772,1,1152,0.005092765,1
1,1,23.29,28.79,1,1156.75,0.005095977,1
1,1,23.29,28.89,1,1159.333333,0.005113823,1
1,1,23.254,28.912,1,1160.8,0.005106541,1
1,1,23.245,28.92,1,1160,0.005105166,1
1,1,23.236,28.978,1,1167,0.005112685,1
1,1,23.2,29.05,1,1171,0.005114263,1
1,1,23.2225,29.15,1,1175.5,0.005139054,1
1,1,23.2,29.2,1,1181,0.005140889,1
1,1,23.2,29.2,1,1192,0.005140889,1
1,1,23.2,29.2,1,1197.75,0.005140889,1
1,1,23.2,29.254,1,1198.2,0.005150475,1
1,1,23.2,29.33,1,1196.5,0.005163966,1
1,1,23.2,29.35666667,1,1203.25,0.0051687,1
1,1,23.14,29.456,1,1209,0.005167402,1
1,1,23.125,29.4725,1,1212.25,0.005165594,1
1,1,23.1,29.5,1,1219.6,0.005162577,1
1,1,23.1,29.55,1,1218.75,0.0051714,1
1,1,23.1,29.6,1,1221.6,0.005180223,1
1,1,23.1,29.62,1,1219.8,0.005183753,1
1,1,23.1,29.7,1,1224.666667,0.00519787,1
1,1,23.1,29.745,1,1233.75,0.005205812,1
1,1,23.1,29.84,1,1235.75,0.005222578,1
1,1,23.1,29.84,1,1239.5,0.005222578,1
1,1,23.08571429,29.89,1,1245,0.005226846,1
1,1,23.06666667,29.85666667,1,1247.25,0.005214905,1
1,1,23.025,29.9175,1,1246,0.005212351,1
1,1,23.01666667,29.96333333,1,1245.166667,0.005217749,1
1,1,23,30,1,1254.6,0.005218876,1
1,1,23,30,1,1261.2,0.005218876,1
1,1,23,30,1,1261,0.005218876,1
1,1,23,30.01666667,1,1263.666667,0.005221799,1
1,1,23,30.06,1,1270.2,0.005229401,1
1,1,23,30.075,1,1273.25,0.005232033,1
1,1,23,30.12,1,1280.2,0.005239927,1
1,1,23,30.15,1,1284.5,0.00524519,1
1,1,23,30.23,1,1285.166667,0.005259225,1
1,1,23,30.29,1,1290.666667,0.005269752,1
1,1,22.96857143,30.30428571,1,1294.571429,0.005262152,1
1,1,22.9175,30.29,1,1294,0.005243272,1
1,1,22.912,30.29,1,1301,0.005241511,1
1,1,22.90833333,30.30666667,1,1313.166667,0.005243245,1
1,1,22.89,30.34,1,1312.75,0.005243185,1
1,1,22.945,30.39,1,1311.5,0.005269572,1
1,1,22.92666667,30.37333333,1,1317.6,0.005260764,1
1,1,22.96333333,30.39,1,1327.5,0.005275475,1
1,1,22.93714286,30.39142857,1,1330.285714,0.005267293,1
1,1,22.934,30.456,1,1330,0.005277566,1
1,1,22.9175,30.5,1,1328.75,0.005279932,1
1,1,22.93714286,30.40571429,1,1330,0.00526979,1
1,1,22.956,30.412,1,1321.8,0.005276962,1
1,1,22.89,30.445,1,1321.5,0.005261484,1
1,1,22.934,30.6,1,1331.6,0.005302732,1
1,1,22.90833333,30.6,1,1336.833333,0.005294425,1
1,1,22.89,30.68,1,1340,0.005302442,1
1,1,22.945,30.7,1,1350.75,0.005323785,1
1,1,22.89,30.675,1,1356,0.005301571,1
1,1,22.89,30.675,1,1351.75,0.005301571,1
1,1,22.89,30.745,1,1360.166667,0.005313772,1
1,1,22.89,30.79,1,1364.2,0.005321616,1
1,1,22.89,30.754,1,1363.2,0.005315341,1
1,1,22.89,30.79,1,1363.166667,0.005321616,1
1,1,22.89,30.79,1,1367,0.005321616,1
1,1,22.89,30.79,1,1368.5,0.005321616,1
1,1,22.912,30.79,1,1365.8,0.005328774,1
1,1,22.89,30.89,1,1361.6,0.005339048,1
1,1,22.89,30.865,1,1372,0.00533469,1
1,1,22.89,30.89,1,1385.25,0.005339048,1
1,1,22.89,30.89,1,1386.4,0.005339048,1
1,1,22.89,30.89,1,1393.166667,0.005339048,1
1,1,22.89,30.85,1,1393,0.005332075,1
1,1,22.89,30.79,1,1389,0.005321616,1
1,1,22.89,30.79,1,1385.2,0.005321616,1
1,1,22.89,30.85666667,1,1377.333333,0.005333238,1
1,1,22.89,30.85666667,1,1383.833333,0.005333238,1
1,1,22.89,30.83,1,1388.6,0.005328589,1
1,1,22.89,30.865,1,1377.5,0.00533469,1
1,1,22.89,30.89,1,1374,0.005339048,1
1,1,22.89,30.89,1,1377.6,0.005339048,1
1,1,22.89,30.89,1,1373,0.005339048,1
1,1,22.865,30.84,1,1372.25,0.005322195,1
1,1,22.89,30.89,1,1376,0.005339048,1
1,1,22.84,30.84,1,1361.75,0.00531407,1
1,1,22.79,30.81,1,1356.6,0.005292653,1
1,1,22.79,30.84,1,1363,0.005297851,1
1,1,22.79,30.83,1,1363.8,0.005296118,1
1,1,22.79,30.89,1,1363.5,0.005306513,1
1,1,22.79,30.89,1,1369.333333,0.005306513,1
1,1,22.79,30.9175,1,1366.25,0.005311278,1
1,1,22.79,30.89,1,1372.571429,0.005306513,1
1,1,22.79,30.89,1,1361.666667,0.005306513,1
1,1,22.79,30.89,1,1367.25,0.005306513,1
1,1,22.79,30.89,1,1359,0.005306513,1
1,1,22.79,30.934,1,1363.8,0.005314137,1
1,1,22.79,30.89,1,1353.75,0.005306513,1
1,1,22.79,31,1,1356.333333,0.005325572,1
1,1,22.79,31,1,1363.8,0.005325572,1
1,1,22.772,31.02,1,1364,0.005323174,1
1,1,22.79,31.05,1,1373.333333,0.005334235,1
1,1,22.7675,31.125,1,1374.25,0.005339878,1
1,1,22.79,31.08333333,1,1369,0.005340011,1
1,1,22.79,31.075,1,1360.75,0.005338567,1
1,1,22.79,31.11428571,1,1359.5,0.005345374,1
1,1,22.745,31.15,1,1366.333333,0.005336854,1
1,1,22.772,31.2,1,1377,0.005354329,1
1,1,22.79,31.2,1,1379.5,0.005360226,1
1,1,22.745,31.2,1,1379.25,0.005345494,1
1,1,22.7225,31.2,1,1381.5,0.005338141,1
1,1,22.745,31.29,1,1381,0.005361046,1
1,1,22.73,31.16666667,1,1374,0.005334836,1
1,1,22.73,31.21333333,1,1372.5,0.005342893,1
1,1,22.7,31.1,1,1369.75,0.005313565,1
1,1,22.7,31.12,1,1368.6,0.005317012,1
1,1,22.715,31.2,1,1368.333333,0.005335692,1
1,1,22.7,31.16666667,1,1365.333333,0.005325053,1
1,1,22.715,31.2,1,1370.5,0.005335692,1
1,1,22.715,31.2,1,1366.333333,0.005335692,1
1,1,22.7,31.2,1,1373.5,0.005330797,1
1,1,22.745,31.2225,1,1378.5,0.005349382,1
1,1,22.7,31.272,1,1377.166667,0.005343205,1
1,1,22.7,31.245,1,1401.166667,0.005338552,1
1,1,22.7,31.2675,1,1395.333333,0.005342429,1
1,1,22.7,31.29,1,1401,0.005346307,1
1,1,22.7,31.29,1,1400.5,0.005346307,1
1,1,22.7,31.29,1,1394,0.005346307,1
1,1,22.7,31.29,1,1394.6,0.005346307,1
1,1,22.7,31.29,1,1389.666667,0.005346307,1
1,1,22.7,31.29,1,1377.2,0.005346307,1
1,1,22.7,31.29,1,1387,0.005346307,1
1,1,22.7,31.37571429,1,1393.428571,0.005361078,1
1,1,22.7,31.39,1,1393.75,0.00536354,1
1,1,22.7,31.39,1,1392.6,0.00536354,1
1,1,22.7,31.37,1,1394.2,0.005360094,1
1,1,22.7,31.4175,1,1396.25,0.00536828,1
1,1,22.7,31.39,1,1390.5,0.00536354,1
1,1,22.7225,31.365,1,1397.5,0.005366615,1
1,1,22.7,31.4175,1,1398.25,0.00536828,1
1,1,22.7,31.4725,1,1402.25,0.005377759,1
1,1,22.7,31.37857143,1,1398,0.005361571,1
1,1,22.7,31.29,1,1384.25,0.005346307,1
1,1,22.7,31.29,1,1387.333333,0.005346307,1
1,1,22.7,31.29,1,1392.5,0.005346307,1
1,1,22.7,31.236,1,1384.8,0.005337001,1
1,1,22.7225,31.315,1,1388,0.005357986,1
1,1,22.7,31.27,1,1384.6,0.00534286,1
1,1,22.7,31.275,1,1373.333333,0.005343722,1
1,1,22.7,31.18,1,1368.8,0.005327351,1
1,1,22.7,31.2,1,1364,0.005330797,1
1,1,22.7,31.15,1,1357.5,0.005322181,1
1,1,22.7,31.2,1,1352,0.005330797,1
1,1,22.7,31.2,1,1357,0.005330797,1
1,1,22.7,31.1,1,1361.75,0.005313565,1
1,1,22.7,31.1,1,1356,0.005313565,1
1,1,22.7,31.1,1,1344.25,0.005313565,1
1,1,22.7,31.05,1,1357.75,0.00530495,1
1,1,22.7,31.1,1,1355.75,0.005313565,1
1,1,22.7,31.1,1,1354.666667,0.005313565,1
1,1,22.7,31.01666667,1,1343.333333,0.005299206,1
1,1,22.7,31.05,1,1334.166667,0.00530495,1
1,1,22.7225,30.9725,1,1340.25,0.005298886,1
1,1,22.736,30.934,1,1336.8,0.005296615,1
1,1,22.7675,31,1,1335.75,0.005318249,1
1,1,22.73,31,1,1342.333333,0.005306064,1
1,1,22.718,31,1,1348.8,0.005302171,1
1,1,22.7,31,1,1353.25,0.005296334,1
1,1,22.7,30.912,1,1339,0.005281172,1
1,1,22.7,30.945,1,1338.25,0.005286858,1
1,1,22.7,30.956,1,1347.6,0.005288753,1
1,1,22.7,30.9725,1,1338.75,0.005291596,1
1,1,22.7,30.89,1,1318,0.005277382,1
1,1,22.7,30.87333333,1,1311.166667,0.00527451,1
1,1,22.66,30.83,1,1306.5,0.005254168,1
1,1,22.68,30.87,1,1316.666667,0.005267485,1
1,1,22.7,30.89,1,1306.333333,0.005277382,1
1,1,22.7,30.79,1,1300.5,0.005260153,1
1,1,22.675,30.7225,1,1298.666667,0.005240501,1
1,1,22.675,30.745,1,1298.2,0.005244371,1
1,1,22.7,30.7675,1,1292.5,0.005256276,1
1,1,22.675,30.7225,1,1288.5,0.005240501,1
1,1,22.7,30.7,1,1299.666667,0.005244647,1
1,1,22.65,30.65,1,1285.333333,0.005220038,1
1,1,22.7,30.675,1,1286,0.005240341,1
1,1,22.6,30.58333333,1,1284.333333,0.005192672,1
1,1,22.6,30.575,1,1275.25,0.005191245,1
1,1,22.6,30.6,1,1273.8,0.005195525,1
1,1,22.6,30.6,1,1271.8,0.005195525,1
1,1,22.6,30.55,1,1273.333333,0.005186965,1
1,1,22.6,30.58,1,1261.75,0.005192101,1
1,1,22.6,30.56666667,1,1258.5,0.005189818,1
1,1,22.6,30.4725,1,1251.5,0.005173697,1
1,1,22.6,30.445,1,1241.333333,0.005168989,1
1,1,22.6,30.4725,1,1238.75,0.005173697,1
1,1,22.6,30.37,1,1246.8,0.00515615,1
1,1,22.6,30.315,1,1240.75,0.005146735,1
1,0,22.6,30.365,1,1240.25,0.005155294,1
1,0,22.6,30.275,1,1239,0.005139888,1
1,0,22.6,30.245,1,1235.25,0.005134752,1
1,0,22.6,30.254,1,1229.8,0.005136293,1
1,0,22.6,30.18,1,1220.6,0.005123626,1
1,0,22.6,30.16666667,1,1214.166667,0.005121344,1
1,0,22.6,30.1,1,1214,0.005109933,1
1,0,22.6,30.14,1,1217.8,0.00511678,1
1,0,22.6,30.1,1,1211.8,0.005109933,1
1,0,22.6,30.1,1,1217.2,0.005109933,1
1,0,22.6,30.1,1,1211.5,0.005109933,1
1,0,22.6,30.18166667,1,1207.333333,0.005123912,1
1,0,22.6,30.1,1,1204.75,0.005109933,1
1,0,22.6,30.1225,0,1205.25,0.005113784,0
1,0,22.575,30.05,0,1204.75,0.005093574,0
1,0,22.5,30.1,0,1196.666667,0.005078737,0
1,0,22.5,30.1,0,1191.5,0.005078737,0
1,0,22.5,30.1,0,1184,0.005078737,0
1,0,22.445,30.1,0,1189.25,0.00506165,0
1,0,22.39,30.075,0,1186.5,0.005040391,0
1,0,22.39,30.1,0,1180.75,0.005044615,0
1,0,22.39,30.05,0,1172.5,0.005036167,0
1,0,22.365,30.075,0,1164,0.005032671,0
1,0,22.35666667,30.1,0,1160.666667,0.005034315,0
1,0,22.29,30,0,1143.25,0.00499698,0
1,0,22.2675,29.945,0,1139.5,0.004980865,0
1,0,22.245,29.9725,0,1138.25,0.004978597,0
1,0,22.2,29.815,0,1135.5,0.004938568,0
1,0,22.2,29.84,0,1124.75,0.004942742,0
1,0,22.2,29.85666667,0,1119.333333,0.004945524,0
1,0,22.125,29.79,0,1110.25,0.004911722,0
1,0,22.1,29.79,0,1105.5,0.004904185,0
1,0,22.1,29.745,0,1096.75,0.004896719,0
1,0,22.1,29.7,0,1092.25,0.004889252,0
1,0,22.1,29.6,0,1092.5,0.004872661,0
1,0,22.025,29.525,0,1085.75,0.004837873,0
1,0,22,29.46333333,0,1074.333333,0.004820277,0
1,0,22,29.39,0,1066,0.004808187,0
1,0,22,29.39,0,1058.5,0.004808187,0
1,0,21.9175,29.29,0,1050.75,0.004767456,0
1,0,21.89,29.2675,0,1044,0.004755715,0
1,0,21.96333333,29.2,0,1039,0.004766109,0
1,0,21.89,29.2,0,1030.5,0.004744663,0
1,0,21.89,29.2,0,1030.8,0.004744663,0
1,0,21.89,29.2,0,1032.333333,0.004744663,0
1,0,21.89,29.16,0,1021.2,0.004738114,0
1,0,21.89,29.2,0,1018.666667,0.004744663,0
1,0,21.89,29.2,0,1008.75,0.004744663,0
1,0,21.79,29,0,1003.25,0.004683014,0
1,0,21.81,29,0,989.8,0.004688783,0
1,0,21.815,29,0,992,0.004690226,0
1,0,21.79,28.9725,0,985.75,0.00467854,0
1,0,21.79,28.89,0,989,0.004665118,0
1,0,21.7225,28.89,0,983,0.00464577,0
1,0,21.7,28.89,0,976.75,0.004639337,0
1,0,21.7,28.89,0,970.3333333,0.004639337,0
1,0,21.7,28.865,0,961.75,0.004635292,0
1,0,21.7,28.865,0,958.75,0.004635292,0
1,0,21.7,28.89,0,954.6666667,0.004639337,0
1,0,21.7,28.79,0,950.5,0.004623159,0
1,0,21.7,28.815,0,942.75,0.004627203,0
1,0,21.675,28.79,0,938.25,0.004616045,0
1,0,21.675,28.7675,0,941,0.00461241,0
1,0,21.63333333,28.73,0,944.3333333,0.004594543,0
1,0,21.6,28.65,0,938,0.004572253,0
1,0,21.6,28.675,0,934.5,0.004576272,0
1,0,21.6,28.63333333,0,936.6666667,0.004569574,0
1,0,21.6,28.6,0,926,0.004564215,0
1,0,21.6,28.6,0,920.75,0.004564215,0
1,0,21.6,28.56,0,920.2,0.004557785,0
1,0,21.6,28.5,0,911.3333333,0.00454814,0
1,0,21.6,28.5,0,905.3333333,0.00454814,0
1,0,21.6,28.5,0,904.2,0.00454814,0
1,0,21.6,28.5,0,899.6666667,0.00454814,0
1,0,21.6,28.478,0,898.2,0.004544603,0
1,0,21.6,28.4725,0,898.25,0.004543719,0
1,0,21.6,28.39,0,895,0.004530458,0
1,0,21.6,28.39,0,891.6666667,0.004530458,0
1,0,21.58,28.35,0,887.4,0.004518455,0
1,0,21.6,28.29,0,885.3333333,0.004514384,0
1,0,21.56,28.29,0,876.4,0.004503267,0
1,0,21.53333333,28.29,0,871.3333333,0.00449587,0
1,0,21.5,28.29,0,863.5,0.004486638,0
1,0,21.5,28.2675,0,865.25,0.004483043,0
1,0,21.5,28.23,0,859.6666667,0.004477053,0
1,0,21.5,28.26,0,858.6666667,0.004481845,0
1,0,21.5,28.2,0,852.25,0.004472261,0
1,0,21.5,28.175,0,849.25,0.004468268,0
1,0,21.5,28.1,0,849,0.004456289,0
1,0,21.5,28.1,0,845,0.004456289,0
1,0,21.5,28.1,0,844.5,0.004456289,0
1,0,21.5,28.05,0,843.75,0.004448303,0
1,0,21.5,28.075,0,842,0.004452296,0
1,0,21.5,28.1,0,833.2,0.004456289,0
1,0,21.5,28.03333333,0,832.6666667,0.004445641,0
1,0,21.4175,27.945,0,825.25,0.004409037,0
1,0,21.39,27.89,0,820.3333333,0.004392837,0
1,0,21.4175,27.9175,0,824.5,0.004404668,0
1,0,21.39,27.89,0,819.25,0.004392837,0
1,0,21.39,27.89,0,820.2,0.004392837,0
1,0,21.39,27.89,0,817.6666667,0.004392837,0
1,0,21.365,27.89,0,808,0.004386064,0
1,0,21.39,27.79,0,806.6666667,0.004376975,0
1,0,21.39,27.85666667,0,804.6666667,0.00438755,0
1,0,21.29,27.85,0,803.8,0.004359494,0
1,0,21.29,27.79,0,806,0.004350036,0
1,0,21.29,27.79,0,801.5,0.004350036,0
1,0,21.34,27.79,0,802,0.004363488,0
1,0,21.29,27.79,0,803.6666667,0.004350036,0
1,0,21.29,27.79,0,800,0.004350036,0
1,0,21.29,27.79,0,795,0.004350036,0
1,0,21.29,27.79,0,785,0.004350036,0
1,0,21.29,27.79,0,781,0.004350036,0
1,0,21.29,27.79,0,782,0.004350036,0
1,0,21.29,27.7675,0,778,0.00434649,0
1,0,21.29,27.79,0,772.5,0.004350036,0
1,0,21.245,27.745,0,770.75,0.004330888,0
1,0,21.218,27.718,0,769,0.004319433,0
1,0,21.23,27.7,0,767,0.00431981,0
1,0,21.2,27.7,0,764,0.004311809,0
1,0,21.2,27.7,0,765.25,0.004311809,0
1,0,21.2,27.65,0,765,0.004303972,0
1,0,21.2,27.6,0,766,0.004296136,0
1,0,21.2,27.6,0,758.5,0.004296136,0
1,0,21.2,27.575,0,749.75,0.004292217,0
1,0,21.2,27.6,0,749,0.004296136,0
1,0,21.2,27.54,0,747.8,0.004286732,0
1,0,21.2,27.5,0,744,0.004280463,0
1,0,21.2,27.5,0,746.4,0.004280463,0
1,0,21.2,27.4725,0,750.5,0.004276153,0
1,0,21.2,27.5,0,747,0.004280463,0
1,0,21.2,27.4725,0,750,0.004276153,0
1,0,21.2,27.365,0,742.75,0.004259306,0
1,0,21.2,27.34,0,737.75,0.004255388,0
1,0,21.2,27.34,0,736.25,0.004255388,0
1,0,21.2,27.29,0,738.25,0.004247552,0
1,0,21.2,27.29,0,732.3333333,0.004247552,0
1,0,21.2,27.29,0,725.4,0.004247552,0
1,0,21.2,27.2675,0,729.25,0.004244027,0
1,0,21.2,27.245,0,727,0.004240501,0
1,0,21.2,27.245,0,716.75,0.004240501,0
1,0,21.2,27.2,0,715.6666667,0.004233449,0
1,0,21.2,27.2,0,712.25,0.004233449,0
1,0,21.2,27.2,0,719,0.004233449,0
1,0,21.2,27.15,0,714.25,0.004225614,0
1,0,21.2,27.14,0,711.4,0.004224047,0
1,0,21.2,27.1,0,702.75,0.004217779,0
